FID,the_geom,Ward_Name,F_ID
Unguja_Shehia_Corrected_Update.1,"MULTIPOLYGON (((524325.4317422911 9319102.590339137, 524329.6927115867 9319105.580361117, 524347.2110063474 9319093.506464485, 524360.2310501619 9319083.800493337, 524366.7410207038 9319078.947456934, 524373.2510897006 9319074.094419714, 524404.5012862743 9319056.099743236, 524406.0228487691 9319055.935773782, 524407.5444112616 9319055.771804288, 524433.1528849639 9319053.012061326, 524447.0843094464 9319054.552867293, 524454.4659448569 9319055.369274268, 524474.8414270818 9319080.913644323, 524476.6290354483 9319081.194939975, 524477.5228893652 9319081.33553806, 524478.4166438305 9319081.47623558, 524481.9919601106 9319082.038727164, 524501.8384446042 9319085.161231115, 524513.2396453737 9319081.483409125, 524533.1218551866 9319075.069836337, 524543.0700496661 9319073.71593455, 524552.1586789582 9319072.60774512, 524559.8229595082 9319071.673329206, 524561.24720851 9319071.499653745, 524567.3875335652 9319069.28829542, 524573.527858223 9319067.077035848, 524578.0713278874 9319064.62098799, 524582.6148966704 9319062.164939722, 524592.7554203048 9319050.579591205, 524600.1227730308 9319049.594990239, 524603.395394226 9319049.157589072, 524606.9627134552 9319048.680795677, 524614.0744270369 9319067.132758446, 524645.8104540833 9319078.476303946, 524688.8065951823 9319074.501277832, 524717.7950816068 9319071.821289936, 524792.4446613236 9319067.340222683, 524808.9474523936 9319066.349623917, 524846.9925253168 9319064.065824848, 524912.6194970369 9319060.126234964, 524948.5577421947 9319059.09168058, 524961.5998212979 9319031.435357738, 524970.9881390153 9319006.910844276, 524982.4635680123 9318978.733543906, 524989.2360336462 9318942.21078592, 524991.309087638 9318905.690023161, 524987.1143438092 9318864.476468053, 524974.1488109884 9318842.166461153, 524918.6344113242 9318848.056069145, 524840.770527657 9318856.316663306, 524773.3252136479 9318863.471848685, 524698.0606143139 9318866.109557476, 524692.9901247934 9318867.14808427, 524648.8812861978 9318876.182004184, 524643.6022437569 9318877.450659575, 524600.4710207334 9318887.816190073, 524548.910640686 9318900.207400557, 524484.2701146535 9318915.741935326, 524484.2664335816 9318915.742831595, 524483.8979289051 9318915.831464019, 524358.5868667469 9318945.946379803, 524358.5761977128 9318945.891507333, 524269.5853880181 9318962.959212273, 524233.3344403994 9318970.87036401, 524214.46945844154 9318974.987337241, 524196.07893878577 9318979.000716435, 524126.5535158316 9318994.173297688, 524049.66944021266 9319010.951596055, 523997.2595172412 9319022.38894395, 523960.1889586384 9319030.9666795, 523942.491532519 9319032.20231553, 523870.6935502217 9319037.215145892, 523862.1062334206 9319037.814693905, 523861.9255544807 9319037.8018728, 523845.97289727227 9319036.669859158, 523810.2384436013 9319034.134097254, 523727.1319859649 9319028.23667395, 523681.21169278066 9319024.97801493, 523681.0639135173 9319027.056949198, 523680.911804513 9319029.00475654, 523680.90571491886 9319029.082735809, 523680.89566957206 9319029.211369818, 523679.1792258636 9319051.191000914, 523675.95355598937 9319074.440002816, 523666.9012037338 9319139.684680685, 523663.4995935916 9319159.972540239, 523663.0612913696 9319162.586658154, 523656.9963410819 9319198.75914968, 523656.5068947501 9319201.678296454, 523655.33021427074 9319219.897038408, 523654.9698834926 9319225.476097632, 523654.1535328567 9319238.115780199, 523656.4840018124 9319256.15502109, 523673.912135134 9319253.907294769, 523679.7387250988 9319264.604789155, 523682.4676047704 9319281.170404766, 523684.04464749835 9319290.743810844, 523684.9611149812 9319296.307206877, 523684.0253365227 9319324.699690321, 523689.4822487264 9319350.723591574, 523689.24231501715 9319352.647721305, 523687.593930617 9319365.866808424, 523689.02045508754 9319380.062287364, 523712.308966846 9319370.69627476, 523717.59517806175 9319373.243053552, 523722.8813897549 9319375.789831897, 523744.6658138151 9319372.46863414, 523748.4713185088 9319370.851651656, 523755.22502058616 9319367.981961027, 523770.13640629034 9319361.64601539, 523774.75878774264 9319358.5080326, 523783.49326655554 9319352.57848018, 523788.69907742116 9319343.112340018, 523797.98461485974 9319344.41064063, 523802.1975354609 9319344.999689229, 523825.1658570004 9319341.441381443, 523852.1615295613 9319342.140248856, 523869.21100684325 9319341.541833878, 523881.7256728903 9319341.102581864, 523886.2604839454 9319340.94341396, 523902.244497707 9319340.700323246, 523918.2285114885 9319340.457228206, 523921.76687879534 9319306.858459018, 523922.70898702997 9319294.318227027, 523938.1031021748 9319299.280586367, 523937.14906303247 9319282.48230859, 523951.12044195144 9319282.713224605, 523957.98744180886 9319282.118926905, 523964.85444155976 9319281.524628403, 523972.6684058218 9319280.338440998, 523973.38266557164 9319289.802187338, 523975.5385580198 9319289.616668256, 523985.1023922934 9319288.79367921, 523989.95818728034 9319288.37582674, 524011.97821031616 9319282.215221344, 524002.4999775222 9319267.076628095, 523998.56732033816 9319244.428768238, 523998.2275180203 9319242.471872985, 524022.1438646525 9319241.04250851, 524046.29991232 9319246.711064775, 524054.1289853937 9319246.456873927, 524086.54456068313 9319245.404408451, 524090.58116945013 9319245.273347009, 524114.5088730174 9319234.58335011, 524116.7432182058 9319233.58512139, 524137.2207349066 9319220.174541647, 524159.004636092 9319215.670172311, 524181.6368861091 9319212.680723779, 524189.5502882771 9319211.635407133, 524203.5213094516 9319210.91984171, 524209.91022610385 9319199.560385566, 524210.1308492682 9319196.500511639, 524211.087543282 9319183.234429982, 524214.3328858346 9319174.514631145, 524219.36642990273 9319160.990580361, 524225.041410568 9319141.113670567, 524235.5765757324 9319134.957753861, 524246.11163923173 9319128.801835235, 524265.15063412074 9319118.03096118, 524269.54943540826 9319115.542488776, 524281.3943020932 9319108.689325538, 524298.1954979125 9319098.96858581, 524308.4150312634 9319095.186824635, 524312.6489364508 9319093.620072585, 524321.1708729176 9319099.600267123, 524325.4317422911 9319102.590339137)))",Amani,0
Unguja_Shehia_Corrected_Update.2,"MULTIPOLYGON (((540151.9282562311 9327182.39047819, 539040.2542470517 9326984.868105486, 539015.2963179374 9326986.895316338, 538996.1751046054 9326988.114350136, 538981.685006169 9326991.74339689, 538949.280081854 9326994.579797637, 538909.4244883637 9326992.594950031, 538808.9759354886 9326980.796277022, 538765.6931693925 9326970.56898968, 538735.0911870842 9326960.13234651, 538671.4715878896 9326938.858407628, 538596.5796168548 9326916.787354514, 538548.2612036517 9326900.932733808, 538465.3148685917 9326874.04063782, 538410.5511758437 9326851.554192714, 538322.6190905849 9326823.896045554, 538319.9551714852 9326823.058134388, 538255.2287005387 9326801.5833929, 538228.6532207691 9326792.149350815, 538161.7118029803 9326769.268322634, 538140.9749859524 9326762.042462125, 538124.364996218 9326755.618303152, 538107.2527022201 9326750.602070631, 538067.8045734817 9326750.481249679, 538058.6918164424 9326750.441894501, 537874.1660004302 9326749.644685632, 537857.3737429827 9326749.243957795, 537439.5896395397 9326739.272503378, 537096.8513790416 9326731.090023141, 537096.8366098591 9326731.089670546, 537096.8986136504 9326731.355178056, 537100.7625597047 9326747.901044512, 537101.3495175291 9326750.414465476, 537110.9604848574 9326791.56970614, 537112.7553408156 9326799.255475085, 537120.4461315412 9326832.18825912, 537132.2631293182 9326882.789836379, 537141.0251190348 9326920.309510399, 537149.8286527114 9326958.007036367, 537157.4017741911 9326990.435791608, 537165.2186379089 9327023.908238437, 537171.538135939 9327050.96881849, 537177.0646820873 9327074.633898893, 537184.9088662459 9327108.22324786, 537192.480778868 9327140.646678327, 537197.8375507303 9327163.584710283, 537203.8020206502 9327189.124924459, 537208.7032278196 9327210.11216956, 537320.9662597819 9327690.825124523, 537329.5121551603 9327727.418562533, 537383.4947336187 9327906.82426802, 537407.012894965 9327984.984206777, 537468.6268541748 9328189.750282055, 537486.7671657235 9328255.397254314, 537500.2333599486 9328304.129234066, 537648.830154163 9328841.872072859, 537765.6971061544 9329264.784443913, 537766.6349645394 9329269.757546611, 537788.5757451092 9329386.100871721, 537804.0819603031 9329468.323991917, 537815.804406645 9329530.483202606, 537948.8350926633 9329914.500771305, 538063.3841267333 9330245.16378518, 538113.8875527385 9330390.948396107, 538244.9552144579 9330702.989538524, 538311.3191655034 9330860.985229721, 538386.1792795479 9331038.991996476, 538462.7289280442 9331289.204118323, 538505.8849486583 9331416.586921295, 538526.0962129072 9331476.243908484, 538717.4954004533 9331476.714897381, 538779.0551982396 9331476.866252346, 538814.2258537016 9331476.952696977, 538832.3573843035 9331476.99725375, 538931.4220084761 9331477.240600605, 539013.1848246227 9331477.441323673, 539030.8052715082 9331477.484566316, 541115.497945422 9331470.703681761, 541177.7992923434 9331470.499922305, 542900.0458102225 9331464.841690494, 542950.6102130237 9331162.62933741, 543002.3989601505 9330853.095488647, 543061.5848034031 9330499.345482979, 543088.4081517706 9330339.02236153, 543099.3329025259 9330273.724838568, 543227.3106611506 9329508.785438003, 543283.8934580768 9329170.575305847, 543356.1356702166 9328540.238501694, 543380.8437535571 9328324.648458509, 543419.5043531036 9327987.312364757, 543444.7156933482 9327767.325690994, 541263.6108166317 9327379.89260425, 540151.9282562311 9327182.39047819)))",Bambi,1
Unguja_Shehia_Corrected_Update.3,"MULTIPOLYGON (((532991.4429743739 9342880.04399743, 533012.6222181409 9342770.124900725, 533028.890311383 9342685.694089254, 533042.4709542705 9342615.210839141, 533055.3909347155 9342563.930881975, 533057.1602924371 9342556.908217523, 533085.4904117326 9342444.46438187, 533088.7394392686 9342431.568778627, 533136.0148980728 9342243.928676197, 533151.9259372707 9342180.776182704, 533187.4675100741 9342087.571350057, 533216.0345337974 9342012.656456158, 533260.5063761289 9341896.03193518, 533306.833522066 9341774.54145192, 533333.3296613786 9341705.05647993, 533380.0828941789 9341582.447714858, 533401.8013352876 9341525.49164651, 533403.557400239 9341520.762943665, 533405.3134648997 9341516.03424074, 533434.5574518027 9341455.762906885, 533459.3094174024 9341404.74943765, 533463.8013786257 9341395.491554903, 533473.5673871413 9341328.473597212, 533477.0211558056 9341304.772518596, 533483.6057399386 9341185.209066182, 533503.4894275691 9341062.98140379, 533499.977429592 9341040.885792581, 533474.8013845859 9340882.491194041, 533469.8093180221 9340881.416500363, 533464.8172516425 9340880.341806287, 533445.5248649684 9340868.39642737, 533429.5609091709 9340862.427206527, 533410.9383039302 9340859.116326697, 533388.994206098 9340862.449476976, 533367.7165909539 9340868.43913905, 533347.7679361004 9340872.435401374, 533320.5003339321 9340869.793451907, 533285.2600289879 9340881.104498062, 533250.6851029688 9340893.079380872, 533226.0848632166 9340903.720356084, 533216.7755550804 9340905.718101425, 533165.5785132345 9340924.344216213, 533133.0051367114 9340948.273919959, 533116.381949132 9340952.932515185, 533098.4211161258 9340943.643189197, 533065.1649937375 9340935.026390934, 533011.9666762729 9340942.361701684, 532962.7542031656 9340941.724154003, 532893.5923140817 9340943.754236124, 532884.5775564671 9340936.515283734, 532866.3143078675 9340921.849679284, 532837.007116088 9340905.144010456, 532819.7480016432 9340895.305969168, 532771.8595512892 9340883.37579892, 532712.0109783175 9340890.714429785, 532680.7621605936 9340904.679858584, 532652.8366878796 9340915.322383046, 532606.950818674 9340917.339648347, 532564.3861788877 9340912.048672477, 532542.1066755514 9340910.067927642, 532519.8271740645 9340908.087174734, 532489.232698051 9340902.125528565, 532465.2902782351 9340899.48142295, 532436.6937287077 9340898.832451334, 532413.4138646828 9340891.53842692, 532389.139646988 9340890.22291006, 532377.0025387101 9340889.565148024, 532364.865430814 9340888.907383597, 532346.245010093 9340889.58150477, 532343.0893943119 9340895.727223918, 532339.9337778805 9340901.872942857, 532333.622543044 9340914.164380109, 532324.9870591623 9340932.76714803, 532276.3494636057 9340961.383855077, 532237.1840821558 9340957.058445271, 532148.0091458448 9341013.605799155, 532080.5947858536 9341076.66079992, 532057.7328790602 9341102.413849996, 531956.1078034125 9341216.890168581, 531921.2971799186 9341219.081513792, 531857.1155507776 9341224.004569039, 531792.9322123638 9341225.667932477, 531783.8374392897 9341274.010527818, 531752.2499278393 9341441.91092316, 531789.0277066494 9341648.150020782, 531793.7104087074 9341674.409165086, 531839.5045169469 9341872.13578824, 531915.6220268324 9341963.577352522, 531946.1838825478 9342000.29185148, 531977.3625033323 9342082.750161026, 531986.8292551397 9342107.786892451, 531996.296009711 9342132.8236243, 532061.5953310865 9342182.770227415, 532102.9544078396 9342219.690876035, 532147.8004519477 9342267.492171852, 532151.0761681942 9342295.708845682, 532154.9208278639 9342328.826311516, 532161.4429653152 9342385.00720421, 532190.8949965473 9342638.702365197, 532195.6888519787 9342679.995722283, 532200.4827125052 9342721.289078735, 532215.5443464436 9342851.026693702, 532243.775759932 9343094.204721773, 532257.2507229716 9343210.273993164, 532283.145980814 9343209.60672741, 532309.0412386275 9343208.939450689, 532478.0983708611 9343204.582866352, 532505.9985969114 9343195.01246409, 532538.6863998191 9343192.606166705, 532555.031149629 9343192.995604046, 532571.3758998584 9343193.385037042, 532594.4991417772 9343196.557886189, 532620.0100171338 9343191.766485615, 532634.3651488394 9343198.925485551, 532666.2539538431 9343193.334360449, 532690.968807961 9343190.932245638, 532705.3248014847 9343199.683822174, 532717.284222191 9343199.677416373, 532749.9703168694 9343194.0858202, 532783.4571207315 9343194.864149965, 532814.5576043801 9343205.995600944, 532836.0875628068 9343211.558105974, 532861.6061429844 9343221.09994128, 532875.5782025914 9343257.124849254, 532889.743277192 9343281.404273665, 532901.5102546198 9343294.138684219, 532921.2448345688 9343296.915089548, 532990.5530032648 9343296.301239079, 533063.801102684 9343293.492891187, 533054.1695854414 9343267.015611291, 533032.9579889664 9343208.704325804, 533023.4436901426 9343186.038572019, 533014.7265070409 9343173.126144938, 533006.6175535404 9343146.066044021, 532993.5795412277 9343115.142250633, 532991.2837559887 9343099.853814855, 532988.6383236933 9343088.783409588, 532983.1774791114 9343077.714525074, 532975.7795216538 9343063.834791848, 532972.8010375203 9343048.492719067, 532987.8757906579 9342980.174395416, 532990.6513110766 9342906.360661916, 532991.4429743739 9342880.04399743)))",Bandamaji,2
Unguja_Shehia_Corrected_Update.10,"MULTIPOLYGON (((534902.02958749 9358317.779452374, 534901.8006654722 9358268.32394556, 534893.5997536763 9358200.406120678, 534915.343299968 9358156.923769753, 534931.6083606675 9358048.238874342, 534952.4899071066 9357974.944409298, 535015.8064026071 9357863.230732571, 535067.950698599 9357773.85889635, 535089.9075959412 9357729.850537814, 535101.7662890337 9357625.723847188, 535067.3958296773 9357432.377380645, 535055.3784734445 9357253.89263774, 535065.6266858153 9356934.833314534, 535035.1784437775 9356936.312140955, 534976.2552545713 9356939.173930956, 534843.4240221693 9356945.625132637, 534678.3330902171 9356953.642622726, 534323.653393677 9357168.533707714, 533658.8377497707 9357206.295813488, 533586.4652240908 9357210.406202722, 533330.0731962766 9357224.967254272, 532925.0001996257 9357247.970111938, 532723.8717837773 9357283.187601048, 532686.8543607881 9357289.669291077, 532662.8686650888 9357293.869073749, 532601.8654225396 9357304.550485888, 532469.2268325549 9357315.668089248, 532254.1307769145 9357333.695385875, 532244.7476886316 9357334.481129901, 532232.7063107543 9357338.752705598, 532220.6649319378 9357343.024280645, 532196.5820585786 9357351.567490228, 532164.2905335776 9357363.022624008, 532150.3666706127 9357367.962004878, 532136.4427142567 9357372.9014058, 532142.7321038787 9357388.895952588, 532149.0207992262 9357404.88980328, 532150.6989436962 9357500.841150416, 532220.7948365425 9357617.899187429, 532251.8079323026 9357747.987843893, 532201.3841381494 9357878.118415248, 532194.645033595 9357997.50604156, 532189.1267249617 9358095.228162171, 532189.1654722809 9358168.333533598, 532177.9372413369 9358235.815492693, 532175.1592202303 9358308.916146237, 532220.2760943654 9358435.410789361, 532256.5164545794 9358496.111815136, 532344.2430408502 9358487.483704489, 532393.5446106414 9358482.634722691, 532454.5361328522 9358476.635879006, 532488.6605980914 9358473.279641934, 532632.0055328897 9358454.73350306, 532648.8785222515 9358452.550215352, 532685.2633163435 9358448.538148701, 532756.0327430682 9358439.717600053, 532814.8050782683 9358428.108443733, 532872.3824712085 9358425.283477738, 532985.6471851536 9358436.525209323, 533051.6757673983 9358432.434852583, 533225.8185350471 9358421.646620143, 533364.6885659494 9358413.043160195, 533399.9612679662 9358410.857901022, 533748.246729715 9358389.279002648, 533842.6417464647 9358383.430162277, 534175.7633250653 9358362.788488638, 534902.02958749 9358317.779452374)))",Bwereu,9
Unguja_Shehia_Corrected_Update.4,"MULTIPOLYGON (((537973.8044528696 9319288.476006705, 537964.1806568403 9319256.922811758, 537859.4549968581 9318913.562280871, 537729.8043271962 9318488.475432409, 537650.3108708061 9318360.515394872, 537148.8382640118 9317553.283676036, 537147.2204146353 9317550.6793467, 537135.0492836662 9317531.086883008, 537122.7755943675 9317511.329321153, 537122.2849567914 9317510.539517183, 537121.78054637 9317509.727542344, 537121.2603089372 9317508.89008994, 536893.3741481479 9317304.777654616, 536491.7579672072 9316945.053767188, 536478.4537806932 9316933.137211991, 536412.3437774102 9316873.92239222, 536275.1572365405 9316642.692952145, 536241.8032475302 9316586.474123977, 536137.515433251 9316602.409057623, 536092.6281425722 9316609.267670412, 536058.8626438599 9316614.426890524, 536075.2281054045 9316689.879584882, 535987.9255431845 9316699.008280471, 535962.1401299114 9316701.704478148, 535933.2917215945 9316693.000320232, 535872.7195200784 9316675.93581275, 535846.3165346809 9316668.497494802, 535828.5278059681 9316663.486000074, 535787.9189070825 9316661.993934633, 535745.794727997 9316665.053280376, 535728.3361716531 9316663.547071068, 535712.0219255494 9316671.52040235, 535689.2573232978 9316681.772909094, 535666.866927809 9316683.30335707, 535636.8828010592 9316679.150262501, 535607.2823337717 9316681.822693653, 535588.3091716289 9316686.00550601, 535572.5652071878 9316695.684894811, 535556.8212377026 9316705.364279088, 535529.1226864185 9316715.240500506, 535494.2188620853 9316734.222095814, 535467.1674438965 9316742.275748795, 535466.1398574035 9316742.58167793, 535354.600150165 9316804.839325555, 535268.8758840883 9316881.491207384, 535212.2697023808 9316901.760066422, 535167.5194340458 9316914.97571609, 535088.8177612681 9316940.321371935, 535026.6669238063 9316951.509033538, 535006.5194316112 9316951.521048391, 534998.1080732112 9316951.526062422, 534967.151033595 9316954.422067858, 534939.5562823275 9316961.39260268, 534918.8013938533 9316968.598853994, 534900.4431267389 9316970.288346076, 534883.1678784055 9316977.132820923, 534812.5107470369 9317010.98610396, 534786.9620533898 9317028.386513008, 534759.6065309653 9317034.157834716, 534733.3892923015 9317037.110853385, 534707.1720527231 9317040.063869145, 534687.1351716483 9317044.032354755, 534663.5052223121 9317059.513199836, 534652.7060649486 9317060.238963421, 534628.7045197382 9317056.056677613, 534602.673160238 9317069.021047082, 534574.4783433109 9317075.991759127, 534532.2482898411 9317090.164614288, 534524.450139299 9317092.80696331, 534518.4798585597 9317099.34157659, 534514.2570826927 9317103.96350322, 534504.9002569331 9317108.764936171, 534456.1811954763 9317107.234860606, 534432.0079040723 9317100.41253276, 534423.5370275063 9317098.021829683, 534408.9088976086 9317117.33403828, 534401.7251131218 9317144.555174336, 534395.2500605134 9317152.592156649, 534383.0133254828 9317157.395255717, 534366.3381569326 9317164.598916402, 534337.4294664895 9317182.120983578, 534319.9227936566 9317203.832816686, 534322.4689035927 9317248.673310926, 534325.7393340566 9317300.947078718, 534325.1474814941 9317314.8556325, 534316.5167457814 9317330.207662605, 534308.3662691069 9317346.039004033, 534306.5738220462 9317358.869173206, 534313.1860625795 9317380.207216354, 534323.7629389967 9317409.696030004, 534327.8560435346 9317432.354424998, 534335.065897309 9317449.61557327, 534350.5694374804 9317490.731642619, 534352.856234391 9317502.48034305, 534353.1048481592 9317517.2276934, 534350.4702920842 9317526.401456352, 534347.8357351299 9317535.575219102, 534348.448891384 9317558.115748063, 534347.7403355895 9317577.659590952, 534343.0701456824 9317594.20829044, 534347.0362634952 9317604.876924476, 534361.6871843481 9317624.291890863, 534368.5339243523 9317636.157822795, 534368.3005917323 9317647.54830107, 534358.1111201404 9317665.059414998, 534346.7261602837 9317690.244718503, 534346.1333232191 9317702.474694626, 534349.9850563612 9317722.735261707, 534348.1930930234 9317736.404718366, 534331.8890171704 9317762.911773073, 534331.5441513545 9317788.810012834, 534328.9069521738 9317793.487587536, 534312.1129965225 9317803.089257615, 534307.675702581 9317807.528085183, 534304.5636204346 9317820.9585132, 534299.5301874065 9317831.992095474, 534287.778953167 9317846.50664661, 534270.8732956329 9317870.37626839, 534259.8478969483 9317894.961848294, 534253.257770081 9317911.63155328, 534250.5081046089 9317929.25820681, 534241.0350378082 9317940.773961784, 534229.0435630553 9317954.928943813, 534226.5333935412 9317971.716167944, 534225.997104915 9317978.071090335, 534225.4608161488 9317984.426012706, 534219.834972008 9318008.528846107, 534214.5672312307 9318029.39421601, 534208.4532282637 9318039.469230196, 534194.1832394318 9318056.143392855, 534177.036301675 9318077.974850262, 534175.9616203845 9318087.087745337, 534172.3706154948 9318102.436813844, 534171.2960025093 9318111.66960695, 534170.9430457118 9318123.77953981, 534177.7861761394 9318129.410783593, 534187.027863997 9318132.642666627, 534196.8693312851 9318135.514504658, 534204.3124531929 9318141.145396696, 534207.5558027454 9318147.018527096, 534206.1202950103 9318154.692852966, 534198.3249862817 9318162.490775023, 534180.9349562812 9318179.046847705, 534170.8633781377 9318193.200697904, 534166.610775279 9318205.792488726, 534162.3581704912 9318218.384279093, 534149.4107428542 9318239.613793897, 534146.2971357463 9318250.526345436, 534130.7713079895 9318274.455063187, 534128.6744769997 9318279.851702442, 534124.6059232748 9318299.457431862, 534122.2501616902 9319076.274740975, 534121.93038603 9319181.706540193, 534121.5331895042 9319312.659472177, 534121.4192935468 9319478.628672732, 534289.5467010697 9319485.347378599, 535083.4009324097 9319517.064905578, 535600.0991327325 9319537.703248966, 535631.0623042405 9319542.720273275, 535652.4270356582 9319550.380852332, 535677.3899025052 9319554.921888115, 535703.0704532264 9319555.625730183, 535771.2277063242 9319550.548677275, 535839.3887424341 9319551.706260268, 535871.5802528925 9319552.053219836, 535923.1617187004 9319552.609127495, 536007.870694462 9319553.521961827, 536122.3505079539 9319552.252939312, 536138.1905843897 9319552.243230965, 536149.9540234474 9319557.751346903, 536164.8403491345 9319567.93358429, 536179.726680052 9319578.115818163, 536191.3348019094 9319588.271544954, 536197.2561962543 9319593.452058978, 536206.6197830611 9319599.201434629, 536216.9416095625 9319602.072657416, 536319.1855994478 9319607.52508783, 536382.8033583208 9319619.476250622, 536595.8437399738 9319565.353172973, 536866.6730591711 9319498.565253444, 537245.0955363675 9319406.260234036, 537274.9996167641 9319398.379645687, 537302.4997075987 9319392.533089949, 537368.5380487723 9319372.164622128, 537417.0367999051 9319361.286249414, 537875.5721252584 9319301.322570631, 537930.3804580966 9319294.154878218, 537973.8044528696 9319288.476006705)))",Binguni,3
Unguja_Shehia_Corrected_Update.6,"MULTIPOLYGON (((531237.2309594321 9332155.424374165, 531340.64790486 9332147.42350056, 531387.2362613004 9332156.425929504, 531432.796223278 9332068.541593418, 531432.799914351 9332068.534886114, 531440.3670632684 9332055.558646616, 531521.3450703005 9331916.696299354, 531543.5951910672 9331878.541126661, 531543.5986786081 9331878.534901341, 531547.110627885 9331835.844481628, 531549.7842613115 9331803.339604031, 531577.2479589236 9331729.767788365, 531577.2510058718 9331729.760788646, 531583.415636301 9331642.011918416, 531596.6960344417 9331587.939437777, 531593.0881933435 9331476.265079752, 531583.7770958368 9331430.46390139, 531578.855241315 9331406.253331725, 531577.9259876953 9331326.485061746, 531560.1501353002 9331267.997328198, 531542.3775786668 9331215.713825133, 531540.5629796429 9331213.45040116, 531499.7615597809 9331162.55705497, 531425.2004317022 9331101.44013485, 531392.6269305415 9331076.509849804, 531333.777093086 9331031.46874984, 531296.4442556706 9330985.409352142, 531284.9525277523 9330971.231417218, 531284.9469512604 9330971.224531557, 531232.3987391766 9330932.48789954, 531192.6982754094 9330892.061721636, 531143.2729041497 9330837.079707338, 531096.2740296689 9330776.433837177, 531058.1748714219 9330700.41351714, 531045.990013226 9330626.806562241, 531020.0435508632 9330562.105040258, 531003.8241077496 9330516.004026096, 530989.2305215598 9330482.036222534, 530974.637369498 9330448.877352633, 530950.3156230132 9330393.882208021, 530926.8103796984 9330351.829625662, 530907.3586382088 9330318.673250306, 530878.9864592801 9330260.444422329, 530853.0365676202 9330188.462404344, 530853.8188237568 9330135.072155772, 530823.8230661171 9330068.754770886, 530798.7018174505 9330033.174472462, 530778.4413044982 9330001.636350157, 530741.9737634495 9329947.456312235, 530701.4582690242 9329894.896205327, 530687.6784947491 9329868.208352001, 530678.7610786083 9329848.798436172, 530656.8712031208 9329797.846623488, 530646.3379998676 9329785.717964506, 530601.4491622093 9329681.942532297, 530595.2651711851 9329667.646143058, 530595.2622060794 9329667.63930249, 530572.5457427988 9329583.521466801, 530570.8625301599 9329458.946021326, 530567.154559423 9329437.842727581, 530565.1776448826 9329426.591444595, 530490.6163126503 9329302.862143649, 530486.5852640048 9329264.792483497, 530479.224795465 9329195.279322248, 530467.8126897706 9329047.249651536, 530439.745637102 9328936.17614908, 530435.1792846076 9328928.386164606, 530400.7330171372 9328869.622364506, 530366.7512627837 9328805.578212949, 530355.425782285 9328787.684450692, 530355.4197151395 9328787.687131954, 530330.3928401392 9328798.747299355, 530291.1235635522 9328813.083384674, 530265.4867236661 9328822.442640904, 530218.9984009779 9328836.488350572, 530157.5959855219 9328849.665167794, 530076.8953159975 9328866.357183099, 530011.9819932359 9328876.03007239, 529999.6224352516 9328878.329519842, 529950.5786222689 9328887.45390242, 529893.571242209 9328918.15595489, 529834.2583366359 9328943.600787431, 529780.0266738511 9328973.403449183, 529685.7154391584 9329025.231390271, 529670.7218607587 9329033.470961986, 529628.4059130022 9329056.725236515, 529581.7059487894 9329082.331482092, 529531.3942370896 9329109.918032793, 529502.275967994 9329125.883918053, 529339.4397255458 9329215.16847899, 529298.6341625497 9329237.542435562, 529254.5810600382 9329261.696993291, 529203.4976063642 9329289.706219986, 529189.8922367486 9329297.16608337, 529137.0974520528 9329326.113543022, 529020.8762042082 9329389.83764249, 529006.0435504983 9329397.970386498, 528958.5224515275 9329424.026034249, 528910.7839585496 9329450.200849928, 528798.7489965041 9329511.62889676, 528720.5032467656 9329554.530323347, 528609.9827212947 9329615.12745693, 528580.7939166853 9329631.131274244, 528540.2929629441 9329653.337359106, 528480.0284824442 9329686.37944401, 528444.9415378616 9329705.616980461, 528404.1176517374 9329727.99997329, 528395.3351169883 9329732.815227712, 528419.6746466411 9330272.22289509, 528424.90346594 9330388.101850292, 528429.829694241 9330497.275351377, 528434.8409520913 9330583.336421413, 528443.4704083902 9330731.535776164, 528449.6117173813 9330837.003896939, 528461.4035362625 9331180.988397345, 528464.9124264099 9331283.347561594, 528467.5337401356 9331359.814812193, 528471.7308941717 9331439.886201393, 528476.3568425456 9331528.137786077, 528482.5532539856 9331646.349657224, 528488.3986969886 9331695.0407616, 528505.6433088221 9331838.683759872, 528838.3993496832 9331961.845953971, 528938.4808140853 9332019.232278232, 529087.2180122904 9332104.517110648, 529111.6815327224 9332118.544258732, 529167.460859706 9332154.559897598, 529233.8792850287 9332197.44487624, 529465.415429198 9332382.350443441, 529532.0771261493 9332435.586337656, 529565.2175882338 9332462.052181372, 529913.0534526549 9332389.14754247, 530025.6585637379 9332365.545607816, 530210.1745015029 9332326.870725827, 530351.9545840768 9332297.152936405, 530646.5782256337 9332235.397227189, 530879.263538182 9332211.238405725, 531079.725857392 9332180.936451752, 531237.2309594321 9332155.424374165)))",Bumbwisudi,5
